tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
35199,35199,35282,73012,70922,2090,2090,1919.498,35199,35199,35282,313239,212799,100440,100440,100502.9,35199,35282,35282,27664,26669,995,995,944.2533,35282,35282,35282,81930,84112,-2182,-2182,-1956.171,0,460.7282,461.0,False,3,0,0,0,0,0,True,True,False
35404,35404,35472,73025,70922,2103,2103,1931.252,35404,35405,35472,313180,212799,100381,100381,100498.5,35405,35458,35472,27692,26669,1023,1023,947.7516,35458,35472,35472,81994,84112,-2118,-2118,-1971.739,0,460.9533,461.0,False,3,0,0,0,0,0,True,True,False
35595,35596,35670,72951,70922,2029,2029,1943.092,35596,35596,35670,313207,212799,100408,100408,100490.4,35596,35635,35670,27693,26669,1024,1024,952.939,35635,35670,35670,82048,84112,-2064,-2064,-1981.821,0,461.0007,461.0,False,3,0,0,0,0,0,True,True,False
35792,35793,35868,72947,70922,2025,2025,1949.014,35793,35793,35868,313201,212799,100402,100402,100484.7,35793,35811,35868,27690,26669,1021,1021,957.8377,35811,35868,35868,82061,84112,-2051,-2051,-1987.487,0,461.0027,461.0,False,3,0,0,0,0,0,True,True,False
35993,35993,36076,72975,70922,2053,2053,1954.252,35993,35993,36076,313205,212799,100406,100406,100479.0,35993,36076,36076,27724,26669,1055,1055,962.1919,36076,36076,36076,82036,84112,-2076,-2076,-1991.865,0,461.189,461.0,False,3,0,0,0,0,0,True,True,False
36198,36198,36263,72996,70922,2074,2074,1961.06,36198,36198,36263,313197,212799,100398,100398,100474.0,36198,36253,36263,27787,26669,1118,1118,968.5898,36253,36263,36263,82054,84112,-2058,-2058,-1997.665,0,461.6284,461.5,False,3,0,0,0,0,0,True,True,False
36386,36387,36461,73022,70922,2100,2100,1968.845,36387,36387,36461,313206,212799,100407,100407,100468.7,36387,36429,36461,27789,26669,1120,1120,978.8897,36429,36461,36461,82033,84112,-2079,-2079,-2001.824,0,461.697,461.5,False,3,0,0,0,0,0,True,True,False
36586,36586,36658,73004,70922,2082,2082,1977.887,36586,36586,36658,313154,212799,100355,100355,100464.5,36586,36606,36658,27786,26669,1117,1117,988.6174,36606,36658,36658,82001,84112,-2111,-2111,-2007.144,0,461.2148,461.0,False,3,0,0,0,0,0,True,True,False
36780,36780,36856,73017,70922,2095,2095,1985.064,36780,36780,36856,313162,212799,100363,100363,100456.9,36780,36782,36856,27804,26669,1135,1135,997.4678,36782,36856,36856,81954,84112,-2158,-2158,-2014.304,0,461.1725,461.0,False,3,0,0,0,0,0,True,True,False
36978,36978,37054,73060,70922,2138,2138,1992.643,36978,36979,37054,313130,212799,100331,100331,100450.5,36979,37047,37054,27822,26669,1153,1153,1006.949,37047,37054,37054,81945,84112,-2167,-2167,-2024.21,0,461.2638,461.0,False,3,0,0,0,0,0,True,True,False
37176,37176,37251,73054,70922,2132,2132,2002.663,37176,37177,37251,313165,212799,100366,100366,100442.2,37177,37223,37251,27801,26669,1132,1132,1017.017,37223,37251,37251,81972,84112,-2140,-2140,-2034.053,0,461.4242,461.5,False,3,0,0,0,0,0,True,True,False
37376,37376,37449,73042,70922,2120,2120,2011.579,37376,37376,37449,313118,212799,100319,100319,100437.0,37376,37400,37449,27814,26669,1145,1145,1024.944,37400,37449,37449,81938,84112,-2174,-2174,-2041.357,0,461.0576,461.0,False,3,0,0,0,0,0,True,True,False
37573,37573,37647,73066,70922,2144,2144,2019.053,37573,37573,37647,313144,212799,100345,100345,100428.8,37573,37576,37647,27797,26669,1128,1128,1033.22,37576,37647,37647,81951,84112,-2161,-2161,-2050.501,0,461.2654,461.0,False,3,0,0,0,0,0,True,True,False
37769,37769,37844,73077,70922,2155,2155,2027.667,37769,37769,37844,313135,212799,100336,100336,100423.1,37769,37841,37844,27827,26669,1158,1158,1039.754,37841,37844,37844,81963,84112,-2149,-2149,-2058.118,0,461.4718,461.5,False,3,0,0,0,0,0,True,True,False
37967,37967,38042,73093,70922,2171,2171,2036.445,37967,37968,38042,313151,212799,100352,100352,100417.1,37968,38018,38042,27825,26669,1156,1156,1047.905,38018,38042,38042,81987,84112,-2125,-2125,-2064.384,0,461.7205,462.0,False,3,0,0,0,0,0,True,True,False
