tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
30854,31154,31155,-56451.25,-183469,127017.8,126925.2,126905.0,31155,31455,31455,124680.3,-68130,192810.3,192814.4,192809.0,31455,31755,31755,-132495.0,-222429,89934.0,89878.94,89962.2,0,0,8193.525,8193.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
31872,32172,32172,-56545.0,-183469,126924.0,126928.6,126910.0,32172,32472,32472,124658.3,-68130,192788.3,192809.8,192810.4,32472,32772,32772,-132551.3,-222429,89877.75,89889.69,89941.51,0,0,8193.238,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
32890,33190,33190,-56603.25,-183469,126865.8,126929.7,126914.7,33190,33490,33490,124647.0,-68130,192777.0,192799.3,192810.2,33490,33790,33790,-132645.5,-222429,89783.5,89856.75,89928.63,0,0,8193.07,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
33907,34207,34207,-56666.25,-183469,126802.8,126902.6,126918.4,34207,34507,34507,124664.0,-68130,192794.0,192792.4,192807.5,34507,34807,34807,-132295.5,-222429,90133.5,89932.19,89910.77,0,0,8192.733,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
34925,35225,35225,-56591.75,-183469,126877.3,126867.4,126914.5,35225,35525,35525,124609.5,-68130,192739.5,192774.7,192803.8,35525,35825,35825,-132358.8,-222429,90070.25,89966.25,89916.09,0,0,8192.687,8192.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
35943,36243,36243,-56638.25,-183469,126830.8,126844.1,126902.8,36243,36543,36543,124634.3,-68130,192764.3,192768.7,192796.5,36543,36843,36843,-132359.8,-222429,90069.25,90014.13,89928.56,0,0,8192.558,8192.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
36961,37261,37261,-56649.25,-183469,126819.8,126832.6,126888.2,37261,37561,37561,124624.8,-68130,192754.8,192763.1,192789.6,37561,37861,37861,-132357.5,-222429,90071.5,90086.13,89949.83,0,0,8192.553,8192.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
37981,38281,38281,-56639.5,-183469,126829.5,126839.3,126874.4,38281,38581,38581,124613.8,-68130,192743.8,192750.6,192783.0,38581,38881,38881,-132349.8,-222429,90079.25,90072.56,89983.7,0,0,8192.822,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
38998,39298,39298,-56639.5,-183469,126829.5,126827.4,126865.7,39298,39598,39598,124655.8,-68130,192785.8,192762.1,192775.0,39598,39898,39898,-132363.0,-222429,90066.0,90071.5,90005.79,0,0,8192.928,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
40016,40316,40316,-56691.0,-183469,126778.0,126814.2,126856.2,40316,40616,40616,124623.3,-68130,192753.3,192759.4,192771.8,40616,40916,40916,-132252.3,-222429,90176.75,90098.38,90022.13,0,0,8193.001,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
41035,41335,41335,-56631.5,-183469,126837.5,126818.6,126845.7,41335,41635,41635,124605.3,-68130,192735.3,192754.5,192768.7,41635,41935,41935,-132344.3,-222429,90084.75,90101.69,90041.08,0,0,8193.11,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
42052,42352,42352,-56675.75,-183469,126793.3,126809.6,126839.0,42352,42652,42652,124607.5,-68130,192737.5,192752.9,192765.2,42652,42952,42952,-132302.5,-222429,90126.5,90113.5,90056.14,0,0,8193.206,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
43072,43372,43372,-56678.75,-183469,126790.3,126799.8,126831.7,43372,43672,43673,124621.0,-68130,192751.0,192744.3,192762.1,43673,43973,43973,-132290.0,-222429,90139.0,90131.75,90070.4,0,0,8193.284,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
44090,44390,44390,-56669.75,-183469,126799.3,126805.1,126823.7,44390,44690,44690,124598.5,-68130,192728.5,192738.1,192757.7,44690,44990,44990,-132289.8,-222429,90139.25,90122.38,90085.65,0,0,8193.342,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
45108,45408,45408,-56693.75,-183469,126775.3,126789.5,126819.1,45408,45708,45708,124625.3,-68130,192755.3,192743.1,192752.8,45708,46008,46008,-132437.3,-222429,89991.75,90099.13,90094.77,0,0,8193.334,8193.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
